,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Jangwi 3-dong,155,209,151,12,10,301,39,28,55,64,62,76,45,36,67,113,44,84,88,44,45,44,378,322,41,41,27,45,39,183,30,119,78,41,441,102,58,12,106,49
Dapsimri 2-dong,244,393,284,28,15,518,52,32,78,92,128,120,51,86,146,191,91,174,125,69,88,65,699,595,57,11,40,109,65,330,55,221,149,76,701,123,61,17,161,119
Jeungsan-dong,184,255,201,24,25,377,51,27,79,63,96,80,78,37,90,151,37,120,137,43,101,44,469,418,36,10,36,81,47,212,43,156,134,51,489,84,39,18,176,80
Sinwol 4-dong,166,239,197,36,20,354,51,27,74,78,72,70,58,59,109,151,36,119,103,53,64,50,477,444,52,16,28,60,64,251,44,178,118,43,521,102,82,33,163,79
Banpo 2-dong,241,343,282,21,30,552,67,22,101,115,137,108,80,55,96,182,69,155,150,79,127,58,592,537,36,7,37,107,46,272,64,176,165,55,535,150,42,18,174,128
Hapjeong-dong,557,777,595,71,104,1127,141,85,298,255,246,265,261,131,314,403,157,385,353,113,224,163,1269,1164,87,92,87,259,93,663,157,447,327,146,1205,249,139,57,489,236
Daejo-dong,152,209,178,28,14,318,37,23,73,69,76,86,37,45,91,105,24,102,119,44,62,48,408,335,27,46,35,62,30,174,38,131,123,58,327,70,46,9,141,67
Gongneung 2-dong,897,1332,949,77,87,1675,202,128,349,359,352,524,285,304,424,717,193,507,426,230,365,281,2341,2071,210,84,150,396,314,1102,190,719,507,261,2247,387,235,50,626,404
Sinsa 2-dong,190,246,194,23,20,344,41,9,57,81,78,88,46,60,92,115,37,88,105,44,85,42,465,384,36,40,26,82,48,171,35,175,125,50,468,62,54,14,123,60
Jayang 1-dong,262,406,349,36,35,494,56,25,106,166,136,164,62,68,129,288,53,163,139,46,121,69,841,511,43,9,25,98,42,314,50,251,195,78,1155,112,279,29,205,119
Dobong 1-dong,152,200,169,27,15,295,22,26,53,72,68,78,92,33,59,116,48,104,92,38,69,40,489,363,40,27,22,65,44,195,39,138,107,45,518,114,55,10,109,72
Yeouido-dong,3363,4872,3789,436,518,6840,845,635,2842,1412,1711,1816,5772,992,2057,2497,815,2443,2222,799,1605,1108,8399,7522,795,563,656,1775,1088,4136,995,2725,2178,859,7420,1609,763,304,3097,1471
Ui-dong,218,426,308,40,34,563,64,38,135,143,145,147,134,74,177,255,90,218,206,89,134,83,690,613,65,40,51,147,53,331,95,259,223,65,700,144,143,34,244,124
Garak 2-dong,236,331,282,33,17,477,56,35,68,91,125,118,48,92,94,186,39,159,126,55,109,66,687,552,83,28,42,94,72,296,40,222,160,89,568,115,72,15,200,107
Sindang 5-dong,70,99,83,10,6,152,22,15,36,38,35,34,24,12,55,64,20,45,40,22,27,32,194,159,17,14,18,29,13,84,15,65,44,19,145,36,9,31,66,43
Sangdo 1-dong,637,952,705,79,314,1264,159,84,284,271,292,342,243,196,345,536,149,397,397,175,284,184,1629,1464,159,57,106,297,178,742,238,518,432,169,1815,309,201,54,529,273
Mok 4-dong,125,217,203,21,22,274,28,20,70,57,63,67,38,49,99,122,43,109,80,33,95,48,414,333,47,21,17,73,58,201,40,146,80,53,377,82,71,5,127,83
Hwagok 1-dong,340,534,355,44,42,627,73,53,143,146,161,193,113,127,149,238,106,197,171,79,150,117,874,756,68,29,64,134,84,436,80,297,248,89,875,152,99,23,299,138
Mok 1-dong,525,843,646,86,76,1127,157,84,457,252,335,278,226,228,359,475,143,373,333,170,252,167,1622,1382,131,52,99,284,159,729,173,469,423,188,1448,304,478,43,450,268
Myeongil 2-dong,157,191,170,13,20,260,24,17,53,51,53,73,56,43,74,125,40,98,92,28,65,40,366,303,21,10,26,74,33,172,38,117,109,33,397,65,69,10,117,78
Daechi 4-dong,548,849,646,65,51,1261,146,94,273,283,300,354,229,205,306,437,132,380,433,148,269,188,1510,1397,168,68,106,254,158,710,151,519,410,155,1464,303,123,70,480,247
Nokbeon-dong,423,597,523,89,50,894,122,63,217,217,234,230,142,135,216,369,101,279,286,120,180,140,1143,968,114,64,82,191,112,482,97,318,263,104,1004,244,139,51,318,178
Boramae-dong,241,428,321,39,48,579,63,29,114,125,114,173,90,77,165,212,61,219,214,70,104,69,683,598,48,21,57,118,62,322,68,268,213,61,566,142,82,15,219,155
Oryu 2-dong,305,331,295,26,70,552,69,29,114,107,141,96,87,90,138,223,73,180,142,86,115,72,766,593,68,34,49,109,64,323,61,183,222,84,735,147,77,31,204,134
Siheung 1-dong,252,366,309,32,21,496,68,41,130,87,104,144,86,126,142,255,58,136,144,80,137,100,643,634,99,38,26,92,101,390,52,195,147,50,538,121,53,16,175,105
Cheonho 1-dong,165,263,213,22,21,374,31,22,63,96,85,103,43,54,79,147,39,98,113,42,69,42,433,361,39,3,26,82,32,192,34,176,173,59,338,74,85,8,154,91
Segok-dong,84,117,95,9,10,173,20,5,46,56,42,48,20,26,46,54,18,45,53,20,32,15,234,176,17,1,16,41,17,110,20,75,77,19,185,33,65,9,68,37
Myeongnyun3-ga-dong,38,67,38,12,7,67,11,8,14,15,15,13,50,10,30,22,12,29,23,12,14,23,98,79,3,5,5,29,11,45,21,44,19,10,100,20,9,3,33,18
Inheon-dong,98,142,101,15,6,205,28,17,28,45,47,47,32,30,44,100,25,48,59,33,53,30,328,187,23,14,5,24,18,132,18,87,78,21,287,71,34,7,66,47
Euncheon-dong,499,726,606,73,38,1097,113,50,206,318,236,273,109,129,232,437,130,334,288,136,213,166,1440,1170,72,44,83,179,92,602,118,477,380,141,1484,236,201,32,382,291
Gwanghui-dong,596,836,726,84,115,1138,149,104,298,270,318,321,353,171,365,466,152,424,353,134,260,165,1425,1384,153,69,103,316,147,747,177,467,408,163,1239,291,149,59,521,282
Seongnae 3-dong,126,175,134,16,18,230,26,21,62,38,47,56,51,47,55,102,28,76,68,31,54,39,341,311,37,27,23,55,41,167,27,99,88,29,296,59,45,6,91,54
Samseong 1-dong,2100,3325,2598,289,413,4504,596,427,2368,1072,1304,1077,1533,589,1623,1905,551,1599,1323,569,938,649,5391,4880,471,367,390,1187,487,2688,673,1733,1577,618,5665,1142,462,264,2068,1011
Munjeong 1-dong,97,150,108,21,12,185,16,9,38,62,40,41,28,21,43,74,22,69,59,34,37,33,242,205,17,0,16,43,23,112,31,88,58,27,240,44,98,19,95,53
Yongdap-dong,224,269,187,14,15,328,46,21,85,71,91,99,48,63,63,118,42,118,104,46,80,53,397,413,41,31,36,84,45,235,50,193,116,42,368,72,52,13,156,82
Seobinggo-dong,243,311,211,16,31,434,53,26,92,96,90,180,72,59,103,153,69,140,132,52,72,50,496,479,39,24,45,125,59,257,70,185,120,81,438,96,38,31,160,115
Ssangmun 1-dong,853,1298,1024,131,95,1777,202,117,361,418,409,411,351,231,478,710,246,571,505,234,402,238,2474,1981,155,111,156,368,176,1056,213,954,625,246,2907,431,404,96,745,436
Eungam 3-dong,317,506,368,36,38,609,99,56,187,182,152,171,141,111,193,281,106,212,189,90,137,104,903,775,79,94,38,154,93,374,58,272,232,103,883,175,110,32,278,168
Sangbong 1-dong,269,366,316,30,12,488,65,30,109,113,104,124,132,86,134,196,57,185,157,56,109,58,667,606,54,17,53,135,74,319,61,228,171,80,609,117,77,19,207,115
Chang 5-dong,255,306,224,27,22,334,44,28,77,88,106,114,73,79,96,115,54,100,127,46,90,54,491,470,49,31,32,85,73,257,46,172,116,45,489,77,46,10,144,101
Sageun-dong,391,546,406,51,30,731,94,56,169,169,171,225,126,105,186,261,101,225,237,121,154,116,938,924,73,41,90,233,96,484,143,300,224,130,806,207,94,53,320,141
Myeong-dong,2083,3476,2626,253,424,4594,606,556,2524,1022,1136,1210,2163,637,1686,1761,628,1763,1358,548,1005,747,5636,4860,577,356,343,1287,599,2907,724,1842,1538,615,5163,1094,615,265,2032,972
Nangok-dong,88,81,63,8,2,120,14,5,18,30,16,28,6,19,26,50,14,37,44,26,25,20,178,183,14,6,10,14,16,73,15,62,24,18,146,33,23,7,31,30
Jangchung-dong,308,470,353,31,55,575,69,58,218,146,147,137,192,103,194,236,71,202,152,79,131,94,713,661,78,63,46,160,73,343,75,216,231,94,706,152,54,30,297,120
Gusan-dong,103,191,171,29,6,261,27,24,39,84,63,52,19,24,71,176,28,72,82,31,76,27,337,219,16,16,17,37,22,129,31,118,133,54,323,51,52,6,109,74
Daechi 1-dong,178,253,168,19,23,398,43,23,131,77,105,95,82,71,144,138,46,135,122,41,88,54,437,387,39,13,25,85,55,204,50,164,114,68,360,91,66,13,139,87
Hwagok 8-dong,238,347,284,36,29,484,56,39,281,105,97,175,206,89,165,170,74,170,146,71,107,63,697,518,66,18,41,122,96,356,63,236,163,54,565,92,57,13,190,113
Guro 2-dong,461,534,454,47,65,773,85,45,126,160,190,234,133,175,197,326,101,277,245,80,168,121,982,897,90,42,60,196,132,487,100,360,273,94,861,190,132,38,295,191
Seocho 4-dong,920,1211,939,102,119,1677,207,121,464,338,353,401,465,232,537,581,188,527,425,188,401,270,1932,1911,226,121,119,496,253,969,215,701,541,185,1842,426,147,65,700,359
Gil-dong,527,645,536,73,43,848,105,49,197,215,232,227,136,99,215,404,121,292,245,100,197,141,1128,992,68,61,72,202,75,490,108,461,308,120,1054,200,289,78,374,196
Yeonhui-dong,1251,1800,1483,250,142,2758,339,173,688,722,674,608,423,311,825,1033,317,936,845,332,670,362,3151,2898,239,136,254,529,259,1576,363,1147,1030,335,2861,623,363,135,1118,613
Oryu 1-dong,57,89,74,11,14,137,18,11,36,19,29,30,23,27,27,42,16,55,37,17,26,16,140,145,15,0,8,29,16,71,21,54,35,22,128,38,15,8,55,39
Sanggye 6.7-dong,994,738,589,66,35,1008,148,58,155,218,284,445,123,157,268,364,127,357,280,125,214,150,1131,1408,78,33,79,167,89,669,143,489,343,142,1160,245,156,30,401,253
Bukgajwa 1-dong,223,316,304,427,47,528,45,50,68,132,132,115,31,46,182,500,49,118,180,57,166,64,619,488,63,20,44,82,52,253,74,230,188,63,485,87,61,19,211,117
Cheonho 3-dong,273,357,280,31,40,541,66,41,135,125,141,133,106,85,153,221,75,182,174,66,118,85,673,566,48,51,47,158,53,334,68,256,194,71,700,109,70,70,223,123
Gireum 2-dong,240,428,333,27,20,547,66,38,117,138,174,131,81,65,122,256,66,165,158,98,113,70,719,586,42,46,51,121,57,342,54,238,231,80,716,168,96,16,203,116
Hagye 1-dong,409,488,358,47,39,697,76,54,142,133,171,188,104,126,166,267,112,214,212,95,138,112,886,850,73,55,35,144,108,437,86,308,220,106,744,158,67,32,301,170
Namgajwa 2-dong,183,205,176,19,17,348,25,8,62,70,56,122,45,50,90,142,41,90,117,36,78,47,403,357,41,13,37,46,48,177,37,155,128,63,375,101,45,12,131,75
Hyehwa-dong,1308,1763,1431,138,183,2529,273,220,1127,693,740,569,647,272,809,1027,353,851,771,302,523,358,2911,2617,192,173,195,629,214,1428,351,1289,868,282,3252,526,324,161,1209,629
Muak-dong,137,167,162,12,8,259,27,24,40,58,66,76,62,31,50,89,31,73,69,39,70,35,328,309,14,16,7,61,28,167,46,121,88,35,423,95,24,2,93,61
Yeokchon-dong,368,562,464,46,42,780,77,64,204,194,192,226,118,97,217,323,116,261,283,95,175,105,975,845,92,34,64,197,97,459,96,377,305,121,970,169,93,45,337,213
Sindorim-dong,558,764,652,122,69,1107,119,92,279,240,321,275,216,174,276,655,115,319,370,233,238,198,1379,1193,152,44,90,282,154,670,125,411,390,147,1276,265,156,83,462,261
Doksan 2-dong,230,287,204,34,19,445,49,22,121,106,129,97,91,56,113,188,52,135,132,59,72,68,551,506,47,25,45,84,52,297,56,192,173,53,503,96,97,24,176,90
Miseong-dong,101,196,129,18,13,251,23,11,59,61,70,74,30,32,47,150,34,99,100,31,55,41,344,269,17,13,25,61,23,151,36,94,92,35,328,79,47,9,118,54
Bangi 2-dong,388,573,454,71,32,846,75,50,175,159,190,189,113,96,241,306,96,246,253,104,162,113,986,828,71,19,56,186,112,494,108,315,286,97,1000,204,129,54,351,176
Godeok 1-dong,119,192,145,24,32,279,30,24,71,61,74,69,53,32,73,118,39,75,87,37,64,36,319,286,20,40,18,61,23,148,48,113,108,29,376,61,34,15,130,51
Sinnae 1-dong,362,509,403,41,22,722,95,53,170,167,141,165,119,99,149,337,95,210,213,121,194,116,983,773,69,84,61,150,95,429,78,349,217,96,1029,238,214,41,260,150
Songcheon-dong,282,419,281,27,25,502,58,45,119,112,111,152,87,80,168,240,64,161,168,78,136,63,645,564,56,34,51,127,52,304,82,235,183,58,637,136,98,20,255,122
Daehak-dong,362,581,433,42,84,762,88,55,404,177,172,169,185,114,187,253,77,228,207,93,160,99,1000,798,67,53,67,162,86,464,98,324,229,82,850,197,73,31,290,190
Junggok 4-dong,312,410,312,24,34,508,55,32,116,152,109,166,73,76,116,226,57,152,189,59,123,70,747,592,52,23,45,113,50,324,62,293,202,79,786,115,81,20,207,113
Garak 1-dong,131,147,123,10,16,207,22,19,44,36,32,67,62,40,61,83,23,56,71,20,44,38,280,245,26,5,13,47,43,135,20,72,53,32,352,48,32,7,87,35
Daerim 2-dong,336,491,396,33,41,636,89,56,222,138,169,122,135,93,208,280,92,199,170,75,170,97,792,701,69,36,57,210,72,374,86,276,209,74,742,142,115,27,298,147
Eungbong-dong,94,140,114,12,10,166,22,16,42,40,54,42,37,33,56,70,15,58,54,26,48,31,244,198,22,21,15,41,19,94,21,75,61,24,207,50,23,14,76,49
Yeoksam 2-dong,412,556,486,51,46,828,92,75,186,165,197,200,146,116,242,288,82,252,268,91,218,141,1082,945,76,71,49,178,74,436,111,333,275,87,1147,183,128,29,348,174
Sanggye 2-dong,301,432,297,41,24,660,68,40,113,120,135,133,83,57,170,194,78,173,178,58,124,80,814,700,46,47,37,84,62,336,99,228,193,94,629,161,131,27,259,133
Ahyeon-dong,927,1277,1048,96,100,1830,221,134,436,365,396,416,358,265,498,646,228,543,512,206,411,293,2238,2015,195,156,143,391,219,1113,217,801,616,198,1941,455,238,96,727,410
Haengdang 2-dong,118,151,115,9,13,208,31,7,48,62,45,74,27,29,48,78,27,79,73,23,49,39,258,239,23,21,20,48,21,134,18,93,74,46,258,58,54,7,85,54
Daeheung-dong,475,692,515,63,65,947,141,99,503,195,207,255,192,184,247,431,137,292,276,145,461,181,1168,1153,92,49,61,216,110,578,109,344,312,125,1081,249,137,42,404,224
Changsin 2-dong,119,151,137,12,15,219,25,18,59,56,61,42,64,27,74,78,19,51,63,29,47,19,287,206,18,7,24,71,23,103,29,84,81,17,373,34,85,4,104,49
Singil 1-dong,244,253,220,31,32,428,45,25,64,93,63,119,88,85,79,136,48,118,119,42,81,47,500,482,64,24,26,79,102,246,52,174,122,44,381,90,74,10,159,79
Gaebong 2-dong,309,430,305,29,22,556,81,36,113,142,112,120,113,56,133,249,69,164,172,74,142,85,653,638,46,31,48,98,63,345,65,213,169,72,966,120,69,18,184,121
Bukahyeon-dong,82,116,98,9,6,149,16,12,28,29,29,41,24,22,38,65,20,57,47,30,37,26,166,161,19,0,6,44,24,98,28,65,62,17,349,36,57,15,61,44
Susaek-dong,209,338,269,49,73,449,63,32,131,90,116,129,75,58,129,177,45,160,164,60,112,65,521,442,26,31,45,97,44,254,70,203,149,60,576,109,73,38,233,83
Jingwan-dong,287,465,382,38,34,596,88,33,126,150,148,125,94,93,177,291,74,181,190,89,121,79,816,679,64,47,37,118,68,372,100,274,175,91,869,161,113,17,247,162
Oryun-dong,605,1012,747,72,131,1414,155,150,793,483,362,335,367,176,473,654,151,455,461,157,282,188,1649,1351,94,94,124,439,155,753,282,564,511,210,1886,346,261,65,652,300
Serim-dong,214,328,252,25,31,431,54,31,104,105,108,131,79,85,123,230,51,108,143,64,119,71,539,436,52,61,32,94,62,263,42,200,141,61,660,90,75,16,182,118
Seongsu 2-ga 3-dong,345,428,347,40,48,597,74,44,150,135,130,147,125,64,196,264,97,205,202,83,130,104,672,666,49,40,65,162,71,349,100,271,225,87,665,149,57,26,248,147
Yangjae 1-dong,404,581,457,39,78,865,117,59,208,156,225,258,183,193,252,268,101,306,244,109,179,141,975,1035,126,26,69,202,110,560,116,363,260,97,766,233,65,73,348,209
Geumho 1-ga-dong,133,200,150,14,19,304,27,24,80,63,84,69,48,51,71,144,40,105,84,33,65,30,336,322,20,26,22,59,22,143,51,125,92,33,302,57,42,14,123,67
Yeongdeungpo-dong,760,1164,951,104,132,1553,223,140,1079,351,357,370,530,216,530,716,194,553,430,207,338,210,1932,1744,174,154,119,448,186,993,219,640,574,212,1743,376,224,96,689,391
Hagye 2-dong,160,271,211,19,12,334,35,25,51,71,96,87,39,73,92,121,33,102,124,43,72,53,430,443,62,47,20,99,84,218,34,141,107,59,358,88,37,11,176,68
Pungnap 1-dong,68,128,81,22,8,160,13,19,25,37,50,48,14,16,40,48,26,48,68,23,23,27,192,180,6,24,8,32,35,90,14,72,58,25,170,35,11,12,60,39
Singil 3-dong,106,191,111,20,10,226,28,10,51,50,65,57,40,26,55,113,23,51,79,21,53,30,329,250,11,33,12,38,30,129,21,85,82,32,358,50,37,4,77,52
"Geumho 2,3ga-dong",304,454,375,42,19,624,71,30,122,142,131,130,87,68,166,241,82,201,170,84,141,66,797,590,36,9,59,131,39,398,71,254,254,83,731,134,54,26,289,145
Hwagokbon-dong,1026,1478,1343,148,68,2382,308,124,388,520,493,469,301,271,550,973,298,661,926,321,471,273,3008,2347,170,184,211,465,216,1195,271,1038,837,309,3065,534,356,84,871,576
Hwagok 2-dong,48,79,55,5,3,98,13,7,23,21,21,37,21,17,23,49,11,30,29,14,26,10,123,106,10,46,11,17,16,54,10,50,43,16,100,30,11,6,42,30
Galhyeon 1-dong,260,398,303,76,39,488,63,37,102,102,143,144,96,87,149,218,72,148,155,57,139,68,716,609,67,69,48,137,99,337,67,223,152,73,728,139,382,16,224,130
Yeongdeungpo bon-dong,231,279,197,88,20,362,34,34,61,95,101,90,40,53,117,133,31,121,113,56,92,71,455,424,49,24,31,82,34,201,59,161,106,38,379,112,332,15,133,84
Junggye 1-dong,462,859,656,67,44,1232,144,71,234,338,265,283,194,137,272,810,135,344,357,149,240,142,1673,1269,113,77,96,256,117,692,133,478,456,173,2135,366,346,53,391,257
Junggye 4-dong,251,291,217,24,21,476,52,30,73,109,103,133,59,61,74,105,55,110,179,42,87,87,522,493,45,20,35,85,68,223,50,181,127,56,472,116,43,21,139,112
Cheongnim-dong,100,156,124,16,9,199,16,10,42,40,50,66,47,44,51,89,33,86,75,26,47,34,251,231,27,17,17,54,18,120,41,100,79,29,197,48,23,20,80,52
Jangwi 2-dong,110,171,125,17,7,208,15,13,46,31,41,51,40,27,59,88,28,69,52,24,44,17,249,223,23,6,19,45,34,114,26,85,96,27,302,42,96,7,94,49
Songpa 1-dong,223,369,275,33,36,509,51,39,117,111,132,145,79,119,108,207,69,181,137,71,122,101,570,576,56,33,45,96,66,280,82,243,156,54,592,128,58,33,208,122
Samyang-dong,1285,1744,1275,126,104,2193,261,155,423,476,511,713,333,635,470,695,286,771,701,311,479,424,3104,2994,633,218,185,485,753,1893,290,1011,771,298,2297,563,293,91,791,502
Gaepo 2-dong,436,573,434,47,23,769,80,49,103,124,172,261,73,185,140,311,73,199,286,54,139,127,940,967,99,17,62,115,141,501,83,329,227,163,789,156,55,33,200,176
Nonhyeon 1-dong,1392,2022,1657,160,258,2807,368,207,1015,619,688,672,1027,394,1012,1068,413,973,865,366,634,380,3450,2992,259,162,239,731,348,1730,414,1211,1033,357,3362,620,342,146,1168,688
Daerim 3-dong,455,656,485,129,235,878,106,55,228,213,197,228,163,139,229,517,99,305,320,127,231,128,1182,1028,72,97,94,260,108,642,156,322,318,108,1607,271,286,36,382,191
Gaebong 3-dong,312,469,363,56,62,684,80,47,173,166,171,187,119,118,180,239,97,235,190,109,156,127,994,700,56,67,59,120,84,429,88,323,253,91,913,174,130,35,276,135
Jayang 2-dong,128,181,145,23,14,269,48,18,65,64,73,78,52,42,60,131,32,91,85,38,59,51,394,318,30,16,29,63,32,181,32,133,86,34,427,68,69,9,112,70
Seongsu 1-ga1-dong,339,507,403,47,47,786,96,58,162,189,199,156,132,100,194,310,81,238,322,110,169,108,879,744,76,76,78,205,88,406,107,369,244,114,850,180,167,50,345,154
Bangbae 2-dong,758,1042,822,88,129,1465,204,95,388,278,345,344,991,222,436,499,182,479,518,207,351,219,1759,1658,139,58,126,782,168,899,192,602,501,188,1519,397,158,98,574,355
Hwigyeong 1-dong,223,315,224,22,16,440,49,29,88,107,102,103,65,64,123,175,60,139,131,50,90,51,506,462,39,0,25,102,34,258,68,225,145,77,445,144,35,19,170,101
Mangwon 2-dong,312,401,321,43,50,608,73,39,126,138,153,134,86,84,178,261,84,209,181,80,130,78,897,671,46,77,58,123,54,385,65,296,199,87,878,152,94,27,243,155
Chang 2-dong,93,74,92,9,6,139,15,9,21,35,25,30,19,25,22,41,14,37,52,25,27,30,163,188,20,31,10,24,31,86,14,70,62,32,133,21,24,2,53,44
Namhyeon-dong,136,157,118,13,13,211,22,13,56,32,49,57,29,25,41,120,30,62,59,18,43,37,263,234,26,7,11,33,37,108,18,105,60,36,190,34,21,5,68,47
Imun 1-dong,891,1288,1135,147,97,2044,240,109,416,445,482,485,363,252,540,804,260,599,564,232,447,286,2559,2141,150,163,148,474,185,1115,228,799,736,227,2393,502,290,90,779,543
Apgujeong-dong,2469,3816,3040,327,442,5393,589,485,2271,1214,1393,1413,1956,794,1972,2022,727,1869,1766,576,1159,725,6139,5713,616,477,449,1207,601,3046,774,2217,1834,722,5898,1294,637,254,2385,1154
Dangsan 1-dong,386,590,452,35,31,678,97,66,193,122,154,200,161,172,178,251,96,273,250,106,166,125,952,1058,133,30,59,206,113,484,91,264,223,93,806,183,73,35,276,161
Guui 2-dong,378,406,330,26,22,629,74,39,127,115,126,171,89,118,109,213,65,173,192,64,119,83,751,674,51,35,50,115,92,388,75,287,204,76,629,129,68,20,210,145
Muk 1-dong,218,330,225,23,17,382,69,35,115,91,112,161,87,68,131,158,65,136,186,115,90,131,534,474,29,5,27,85,67,274,54,187,119,38,467,107,98,199,191,84
Godeok 2-dong,175,210,177,11,16,292,41,17,56,74,81,71,46,70,91,84,32,101,81,44,80,50,381,395,51,27,18,60,63,199,34,155,100,50,328,73,89,50,111,76
Gangil-dong,398,533,411,61,44,703,144,96,193,169,246,206,117,139,220,286,121,234,313,243,151,290,881,992,82,54,58,188,114,472,102,306,220,91,769,247,203,569,353,162
Sanggye 9-dong,203,244,235,34,19,393,51,27,84,111,87,113,73,77,80,186,47,120,167,44,97,61,507,423,38,17,51,83,48,243,46,151,136,53,516,106,609,24,187,93
Doksan 1-dong,699,995,800,99,69,1358,158,103,309,337,313,355,291,216,379,547,193,442,363,205,312,199,1847,1559,216,170,108,318,248,850,177,526,474,191,1603,317,331,55,572,311
