,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Sinnae 2-dong,0.055383985260671606,-0.033955564369268325,0.0019854442460236835,0.057785228053380974,-0.02312874861762208,0.02109835618781444,0.029764891523428594,0.037447158801226475,0.0322081084554802,-0.007616872745146595,-0.02528574009462146,-0.01921756626180669,-0.04089871720781143,0.019980716943220424,0.0015167967820841205,0.027372255432535145,0.0012907320404171331,-0.0008629800880200527,0.015247370039691286,0.06356815620680045
Myeonmokbon-dong,0.075895932375015,-0.0385431892757873,-0.0009836700845204198,-0.08255359715226294,-0.03595030762096943,0.03252198655958294,0.02455423199335374,-0.013859011669076816,0.0011454035654944825,0.015093782333935494,0.01667783072784603,-0.0707433116616434,0.03521734626652504,-0.0024395650390595536,0.0013920170347301354,0.018802332675415073,-0.05236178566833525,0.02052670290921779,0.055449695758256354,-0.005857960577486936
Myeonmok 3.8-dong,0.05664313294654737,-0.013958653763335173,0.01587544399817589,-0.04539888627316448,-0.04673308337288665,0.023829420917800315,-0.048890848125746324,-0.01838562800803573,-0.062356171472650476,0.009132516716346241,-0.06954574930090793,-0.09593255922723261,0.05792781568414657,-0.0013439721940157541,-0.004031409711963405,-0.004209548242361502,0.061382807887613286,0.0689951067911468,0.0666861441604072,0.08938768887810378
Mangubon-dong,0.07149862713587553,-0.034907539298548375,-0.002509174675831405,-0.054813681430423616,-0.07462663024143967,-0.010292134860891559,-0.003072143175727974,0.014023591606366697,-0.0267252260313726,-0.04766488208651619,0.031720423936401454,-0.09575955434834948,-0.018145303293693186,-0.02637108092464858,0.024241465015681182,0.02710887867653363,-0.020075678873526095,-0.0051631710908456,0.026149751580217637,0.020034692836481068
Donam 1-dong,0.04048103259284755,0.01986511747879634,0.036509650699145794,0.04340581693532054,0.025381621049604446,0.006750026029944865,0.020518395134390764,-0.03142175085592047,0.02288356433036725,0.008061563745036839,0.05989386132665697,0.008639397262002699,-0.005329110541807455,-0.01699988880294591,0.024601353460490024,0.005693627910501468,0.017624219165585146,0.05609147648138653,-0.007400041877431798,-0.016118814548088885
Donam 2-dong,0.04680094559635386,0.02928393164499492,-0.008779887439773511,0.07212920389362808,0.0431950620525231,0.033441305514215994,-0.013773886795780938,-0.0012616523103325464,0.07613405354834694,0.0037107418638798223,0.01085948574190596,0.007278275586411483,0.05992840269528946,0.006190619986884621,0.026397069987896662,0.03686270306676314,-0.0293260895926494,0.011876825317694134,-0.05323169538033489,-0.022112248395831667
Anam-dong,0.027649916068885116,0.03285095008250354,0.013207858720016638,-0.008195346955909925,0.03331731967778487,-0.07329248118139127,0.08951824341300549,0.002618251434020904,-0.03609763508734749,-0.07128937874046178,-0.10107622377945333,-0.006898753871713234,0.030848627319703333,0.05032915371985277,0.13259100109755428,-0.004235598938905259,0.035075627587721765,0.09370610379291493,0.016582936396591634,0.016902131696862645
Bomun-dong,0.033370917948955955,0.022465835795170908,0.0540590205106909,0.006296525337742356,0.007277077450687639,0.0024950789609573787,0.025159579840156324,-0.025075538865581955,-0.0006855660771920072,0.0016359140286740545,0.000425546902990799,0.00706346632402668,0.018603111071904082,-0.013325730294952395,-0.002994260316794543,0.021845877842860482,0.02616324663918041,0.04223191504724194,-0.0034795179018996796,-0.02536374128667733
Jeongneung 1-dong,0.046210661961993055,0.01757914205881529,0.010615314365652084,0.02938454475743843,0.034964419146351795,0.05696377653022747,0.01421207775063397,-0.07407358869427946,0.0038022332069437862,0.0355230472644496,0.1346495616373326,0.04265176177109359,-0.05020260247272347,-0.012344151842158141,0.08628356693588096,-0.014948464124892142,-0.008269703436585986,0.10397552873874268,-0.031261051441463426,-0.014122961451086682
Jeongneung 2-dong,0.05249449459428001,0.006949295120793076,0.0204016032916703,0.01784670549551204,-0.006079844471452806,-0.013844862897227255,-0.019322402449365502,-0.043201507891185154,0.029318772886584243,-0.03083488128612818,0.02031468288206254,-0.037199252104738234,0.07521669241811386,0.0003087449256975727,-0.049068005052758955,-0.01734051613655839,-0.000522956299606202,0.028335821345908924,-0.010833011714251767,0.029323842114140363
Jeongneung 3-dong,0.0426922436192081,0.0022431718159603158,0.05932817383253786,0.008767348866859745,-0.0031614566285113684,-0.10051277408026087,-0.024712805843043695,-0.0154126477318803,-0.03554983334166329,-0.034302611820559895,-0.018758714045873426,-0.016012520904589274,0.03142642854815789,0.02911784525891315,0.007732282831452061,0.022275033865560616,0.02650161085447814,0.02247972724133702,0.0034299410638213954,0.004315926017096738
Jeongneung 4-dong,0.05729114421929386,0.0007848014215157035,0.0014890352899048025,0.011857667127372512,-0.009941148815282774,-0.054285490753599966,-0.04233734973634134,-0.018789796593926097,0.010514763340268582,-0.05122219674491279,0.03222908730542973,0.002736860031682766,0.04792302389645803,0.02186829336491607,-0.03207813471140503,0.009999724515107163,0.013764922209373644,-0.009202582082648925,-0.02630583139263887,0.03181649080549386
Gireum 1-dong,0.06380144423927184,0.01087408008661392,-0.07465032401305574,0.02918938925109433,0.033120661038168575,0.0606416402326304,-0.020205197118380355,-0.022841692603718468,0.06223033427090194,-0.03118470366068408,0.08068765119434546,0.10434555119839808,0.046996855849360454,-0.0732966229607726,0.06362641821991827,-0.03999177616466104,0.04208447813152134,-0.029415786104365856,-0.05766662988831234,0.01498037641184091
Gireum 2-dong,0.047543036073401074,0.004775299079158915,0.03751495056524018,0.01043166085280789,-0.007983857679941841,-0.013181563951996988,0.033554042747715174,-0.027845918408471906,0.07630336421417834,-0.015624257105654507,0.03157869361223534,0.011200478070300312,0.054485154395212614,0.014328601559452321,-0.019946687622838306,-0.06907562281899202,0.08964947336504361,0.00807156163680042,-0.04421064849573609,-0.028483173376863596
Wolgok 1-dong,0.06139756793478712,-0.010407887868540931,0.000462168451731094,0.011276190174320348,-0.009318459314409147,0.01589077077348741,0.005597366456601902,0.0033063329695101067,0.05806208761270287,0.002031445679464518,0.0651640790188845,0.030199725627574888,0.012825787767155185,-0.00901333608568567,0.05928299144121756,0.010006768562909643,0.028969637054352976,-0.050517499981007116,-0.049953382745848575,-0.018162573305624742
Wolgok 2-dong,0.0440092205805291,0.012446388756682684,0.01362350190270605,0.013823002010506092,-0.01720086091152592,-0.005321090820073943,0.032463697294187806,-0.012831275366188591,0.00986031901386687,-0.06511386709394106,0.03749509952024624,-0.031536502184461634,0.04701173034147142,-0.01070503618731249,0.049230730608130505,-0.023374558003660117,0.09670092144509146,0.013360744365054314,-0.010070753056868583,0.03213078246599299
Jangwi 1-dong,0.05670192890863119,-0.011414418714004783,0.026663216308468345,-0.007740054543646239,-0.0031398424502335717,0.027263452138737976,0.015773499214387407,-0.034499545106286125,0.002020532791644897,0.027774935528770677,0.08919692686499757,-0.017030936214190707,-0.039652486427822695,-0.0440402648738801,0.05286989007024681,-0.00615306925257347,0.025225359169015422,0.03937793436270042,0.016355201830957497,-0.08436833441064763
Jangwi 2-dong,0.04884809725738019,0.0003180826427653809,0.04894168350884756,0.004441445556071891,-0.021878159658954958,0.01363295984273037,-0.003862281872273972,-0.015635987720232142,0.03180009320814943,0.004416625150601939,-0.0074028709285194,-0.03504010248857322,0.06335855716831051,-0.00710035374269704,-0.024101129813418345,0.006383728974408125,0.00687841783155305,-0.006379699629460337,-0.005690204888354143,-0.012636247438931663
Jangwi 3-dong,0.044490762535863516,0.0033754721966554905,0.05234829687473096,0.025239237668030243,-0.011323187625076031,0.012646877526232529,0.0085358135789066,0.015575499239299552,0.022166931024401627,0.008418492743374613,0.0048763888866057425,-0.016315556841411095,0.01401099276114311,0.011265085229501879,0.0047958915827453165,-0.021905269261953332,0.05936139963273785,-0.018954559246585064,-0.05627815195427463,-0.06044898106392022
Seongbuk-dong,0.03935229632326355,0.02486694524934584,0.04018339403479708,0.004094168252920994,-0.00011498825624444398,-0.07427418198463794,-0.04212517115249406,-0.043594608539591025,-0.03510322374283962,-0.0046119673653278095,-0.011060369772312086,0.029380141600145484,-0.011645092669693595,0.005973704888761068,-0.040899364584028784,-0.01415193542139486,0.001592043528544608,0.020756321807867156,-0.027754698767599603,-0.009214598120040378
Samseon-dong,0.05446879400202981,0.011274836257481777,0.005876324482595153,-0.03359040618327332,-0.011570321870071303,-0.030306529211791482,0.011667101828674331,-0.06102950485129419,0.02998110235162673,-0.01753982540655953,-0.01762249210112596,0.01936350804427156,0.024374644198492907,0.009952867954828552,0.04888362979402312,-0.01410752197206809,0.019466389462775038,0.05890655654871232,-0.009400568400254864,-0.016404835465416233
Dongseon-dong,0.03065066737105161,0.043741851016037336,0.015907840546022827,-0.0257264602680851,0.003553936322709166,-0.008249905363224556,0.08468296604076571,-0.07053631626288329,0.005185725317016709,-0.04707023294692599,-0.03268827313162297,-0.01700086573494796,0.05026429206643867,0.03826426371171295,0.02813865083171572,-0.0036921840498239868,0.0759020453653145,0.01802633227428242,-0.025713595566072427,0.04185857595353854
Jongam-dong,0.07995069159949633,-0.020892274017259516,-0.033101607702029676,-0.06033936150452971,-0.023352407104305372,-0.0432121846138661,-0.04427303519707069,-0.035325634365180894,0.06445052597711028,-0.029575976506499697,0.02815183077651286,0.06532154447950708,0.0003136939287587602,-0.019552241976176644,0.07247053537050276,0.036004015207100865,0.04121553521212181,0.03529752712623936,0.011837365325595683,-0.0850640838150079
Seokgwan-dong,0.07653844457072474,-0.037590457765831954,0.004551142175209041,-0.07071093832613556,-0.0462449250619107,-0.031587551203754095,-0.012984773937812404,0.012598817397112612,0.017081456727888727,-0.012557523840907693,0.04754008937899229,0.004819465065392001,-0.006011894612202241,-0.0018330520421409836,0.03895458642904777,-0.008960596292936263,0.10346110411810559,-0.0004085885131328795,0.0007287821125185846,-0.09626902400117189
Beon 1-dong,0.046261594342393755,0.021974187430511292,0.0367006204967791,-0.03251032972819954,-0.006724981771022689,-0.009473321477750662,0.0439677196535968,-0.05087700350146423,0.020286178116834412,0.0265422352034931,0.03327226449339894,0.002027588900121168,0.01747024866519409,-0.0032171424118113343,0.018288218396621606,-0.008978640478933167,-0.007357275905582709,-0.018916382018250223,0.012236730634488258,-0.031712724959539924
Beon 2-dong,0.05290065824417768,-0.0408665775907502,0.05750743685187829,0.04430728793897285,-0.03822079771118547,-0.021174243405471655,0.026364858483888243,0.023777605120599413,-0.0020601869383268722,0.012331094312264371,0.009633860901556731,-0.022240986496362306,-0.005560327863764476,-0.00017762452612874854,-0.0162844031191235,-0.023626868003096577,0.03896100615743604,-0.0031396298398845613,0.00661778756731242,-0.002166670770869223
Beon 3-dong,0.06084487957618999,-0.09828258801004622,0.06777598161511228,0.08314439130693897,-0.07623011721573994,0.011828293001376501,0.06032028547506904,0.06703841233320422,0.04731018022632469,-0.006976061263019034,-0.006812914798684342,-0.0021521254816086544,-0.016412313162374376,-0.06427512998549495,-0.009520443239931797,-0.02063285644370828,0.09568742180761322,-0.0492918578028552,-0.05288429436456827,-0.011536990941458821
Suyu 1-dong,0.05567709620867492,-0.01162092639266572,0.04792947270267339,-0.026915444307216572,-0.029139199162129228,-0.01924413953776879,0.0005979179392044538,-0.06917126214152879,-0.007895456315999272,0.02026577458581048,0.03388674274689309,-0.03336528215512143,-0.025934779281730297,0.055025153219551606,0.020596419599369618,0.0024538734932792127,-0.04506165965515105,0.022804846851634378,-0.026113990822556714,-0.0013968798394666524
Suyu 2-dong,0.05353038561790232,0.005977921257774721,0.04550816829446593,0.0012133413831385959,-0.019827882403024435,-0.003177928958171849,0.0011477617796196988,-0.052694914173910826,0.018344402971533676,0.020149952586611227,0.03671847757947649,-0.011780557290443128,-0.0028874524967243687,-0.03145381187594979,-0.0020349170658606032,-0.006126901891791753,0.011971030840994509,0.021378482748244117,-0.006619719312930186,-0.03825737031477474
Suyu 3-dong,0.05282286067175031,0.009628555220731144,0.04125298362849871,-0.05372138404685311,-0.03377306522369382,-0.006784550229427974,0.043808184587100014,-0.07683969022332655,0.013666934201621676,-0.00896336102867257,0.01099572155268863,-0.01315438979008159,0.041752594637266875,0.05597063141449472,-0.03326960084758821,-0.01606319544703359,0.004844171464682877,-0.032148125830896476,-0.02574003023746384,0.02138661625572538
Samyang-dong,0.0750451709860104,-0.04286796468764288,0.021231695558488774,-0.03719549156767691,-0.04406678241773315,-0.019031714921051802,-0.0032635565999949933,-0.05178074786195348,0.04648235691567016,0.03738188414598551,0.048671675617639736,-0.030074210919793037,0.020222616267979242,0.032213807992631946,0.019456842208414798,0.029227441279400895,-0.02128524209199027,-0.029063308067430665,0.0008568046988380538,-0.02139016968406899
Mia-dong,0.05539823092031543,-0.0025254519045968746,0.043749753172585684,-0.05328909082377025,-0.00564909005151382,0.001188311786591711,0.015701557684987405,-0.07559138852937093,-0.009540855419829082,0.04087931731252072,0.09305589908849167,-0.03627855737092479,-0.010198423073776561,0.05963437626603257,0.04923497739702664,-0.0011458754723985129,-0.003974033204476799,0.0879187451396907,0.014822484217380846,0.0058049884741130115
Songjung-dong,0.07070005366317382,-0.014178125848844564,0.027361553407075936,-0.06206272581129521,-0.045450964194159886,-0.05403132033252474,-0.01364186469222579,-0.04187806889257426,0.06062858726425932,-0.0010264836822053089,0.011983186133943445,-0.02748870884856774,0.04929608070668346,0.014804499534728963,-0.010114451759852129,0.0156437653859508,0.030174990599640288,-0.019136035708203478,0.014186229210527097,-0.034711767699077856
Songcheon-dong,0.07463793290901169,-0.02964944951987352,0.042882085125259616,-0.07791679772778237,-0.062457045167730006,-0.04050052393236999,-0.014046783328658118,-0.06938601896010646,0.0594526665323772,0.03343974445664997,0.019966928205946696,-0.03410179817369248,0.05999308477015638,0.03116001171650424,-0.017077578091907648,0.018566793410923883,-0.0071948567144027665,-0.0011988192805354675,0.04742138109430201,0.0014394549568209295
Samgaksan-dong,0.06570063282543105,-0.016289692348704858,-0.05571278705414203,0.04095778493406959,0.02280787595617827,0.0413733828569215,-0.00018677157721999513,-0.001815895554378167,0.10405888979491631,-0.01333159917334336,0.025062307227629987,0.08370684291748384,0.0954512993331348,-0.06266028227065046,0.0072999210865261725,0.009160537941846182,0.023925815801679844,-0.04427528231187011,-0.013732766450458499,0.047186519647184046
Ui-dong,0.051102959722712026,-0.0009453717972528898,0.05495128982987842,0.013440627961901326,-0.029207138530669783,-0.11762633441390896,-0.05512207463669431,-0.07388350355876769,-0.10079371771972424,-0.09572909824760897,0.0892371413888246,-0.025975320575142714,0.007074803463062952,0.016281882164220798,-0.10180629880839055,0.09220838658207299,-0.015924750671880237,0.006334596136313259,-0.09220401075212449,-0.021434125355019578
Insu-dong,0.07582759026203124,-0.04179776224758988,0.03272501460041052,-0.038122396501497326,-0.06504905659854344,-0.07228707126615888,-0.038401152556923265,-0.053719250107472936,0.005128214789438975,-0.01009803425142958,0.045493981933416326,-0.044039777951643634,0.01998681129562981,0.045318344303457374,-0.008385204209911404,0.002373618169243697,0.002014019175537308,0.03388706692140642,0.019054667297894692,-0.03685135809919068
Ssangmun 1-dong,0.053551356791508936,-0.0003960874602362266,0.042440260221966564,0.014989355233288966,-0.011761452240355809,-0.02765345520882895,-0.012449249029098044,-0.008445941154101187,-0.00762537426633593,0.0069453775746489135,0.03247366644323525,-0.010418782320409156,-0.01665021569305348,0.004856553857625761,0.04916795579854895,0.045887857347871354,0.0027092987743933036,0.018363084951535352,-0.03171895566199153,-0.041168315908772714
Ssangmun 2-dong,0.05073469039130743,0.013255514792667223,0.03604518880614197,0.009355041392259667,-0.0013274383694188933,0.013080788504909194,0.024614523026977878,-0.05484632194025409,0.04186363348506752,0.013244403280764898,0.045781529235674766,-0.022370214104396484,0.014727143197813862,0.020695888574643568,0.031642959431400615,0.0409733890775999,-0.04446400851025314,0.0426047809028129,-0.015390449065982754,0.007101738475304415
Ssangmun 3-dong,0.0447802303481154,0.016729918228975578,0.046041129472116665,0.020620763858368897,0.00753716061459276,0.009715436386269321,0.039889504090167525,-0.03175831958837165,0.023250454224900196,0.004078064086508563,0.03234283939055736,-0.020514341090051368,0.04051983183144474,-0.004933642114384931,0.0059279535045041925,0.013289943807553778,-0.007821726995685913,0.03771649524236083,-0.021759307212973387,-0.008036464274099151
Ssangmun 4-dong,0.04430645278458445,0.028353798629040083,0.008584733181121651,0.04986851371578264,0.033175537443054785,0.037961406507346925,-0.00828244522881259,-0.0195326727513141,0.0470550832253494,0.013111796959427213,-0.011986594310246592,-0.0553079163203756,0.01418337374107003,0.0037803433321596486,0.02864865205897799,0.07440721680105754,-0.031153321262506597,0.05415086821717451,-0.02338522343053363,-0.026171332615324543
Banghak 1-dong,0.06418534446020101,-0.003255178802827335,0.0013608976233312475,-0.0288529382830762,-0.02768891633643113,0.037013287722518766,0.04862939198971707,-0.051723671415400144,0.044159295690504696,-0.01167244971152554,0.06440482449303507,-0.09789651639161662,0.019723867186987005,-0.008718994560184632,0.04722277017007703,-0.017907023624776676,-0.0019181878638186436,0.03460335526656836,0.007611108327210559,-0.07242895205140135
Banghak 2-dong,0.055601261032443165,-0.010127968639772536,0.038498103684011194,-0.003219651650164102,-0.01579181033803982,0.01624700299830353,0.01403537517701688,-0.03435024846686263,0.02098416150287296,0.019754309297212364,0.021687425924033037,-0.042300633438962856,0.010822244094781646,0.025761055051833497,-0.018025661370383757,0.033590439130540044,-0.03036082998315522,0.00974795218255326,-0.015568410592934642,-0.012002124948392319
Banghak 3-dong,0.05987038687888695,0.0058574355593782315,-0.017726831563046597,0.03363873442206672,0.0030066019016477606,-0.02213194993144893,-0.06833103018229468,-0.016025574834777557,0.010505563018326195,-0.042580831337958244,0.005742772734516963,-0.054071652053948115,-0.027951052567622845,0.01404912534230048,0.003405695298186943,0.04716696468055677,-0.017367067354933666,0.10700941653144737,0.01924587527352591,-0.012377257684003778
Chang 1-dong,0.05995596448246128,0.010728674637715286,0.002009463358513913,0.0050175626307439125,0.005320007004864394,0.0026041374893179267,-0.0183670628053656,-0.02331454721614429,0.03240218538291388,0.02081409510712047,0.05240209670490745,0.03554535971583609,-0.029429098452656236,0.022639727001795774,0.03851727355029863,0.052247295428664284,-0.038393346037625634,0.020566458588576947,-0.03763182061512614,0.01416034503293606
Chang 2-dong,0.06175769109053948,-0.0031617335028669593,-0.014891666829249396,0.0016253273280642771,-0.006536515374349476,0.02891953722347955,-0.007427753255558872,0.003146144164802017,0.010361086121782447,-0.008146028751894779,0.028892443803468663,-0.0186762608822356,0.027463286278160526,-0.010142365334127998,0.00973838818121665,-0.01714497268791543,0.013713429839448147,0.0031441742644238058,-0.02845499974215746,-0.020539272600160235
Chang 3-dong,0.03950552043178975,0.01656421736750696,0.047165873294168485,0.028670921415128597,0.0035691970973508167,0.01876265479506766,0.02531279651303482,-0.01595952334527938,0.008998967872054576,0.0015552369845443226,0.030610885120748242,-0.009021270247323776,0.0048615125935419865,0.012845202732470615,-0.017147750287340793,0.04504665915252267,0.01472667771509152,-0.01552591313209152,-0.04961187746141439,0.005938622947942523
Chang 4-dong,0.05636038794508139,0.014782988308965815,-0.018302580077137243,0.03494628112629169,0.005473616998295875,-0.009576143859779096,-0.024188301748628314,0.014016271095280437,0.0549855234816614,-0.01858719971349106,-0.019394651556646995,0.007191212966121107,0.027291910077812936,0.008804325788520716,0.02934209422158787,0.02597146815164275,0.02675003877375345,0.017549617874220054,0.013990352923554678,-0.0019647361472393088
Chang 5-dong,0.05214968799113398,0.024891890847859602,0.002129312236904399,0.02350953725644902,0.0006966653953712038,0.05944945266722666,-0.012709125043686834,0.01873408808294302,0.028552258477503922,0.008301250450853007,-0.005950738699314591,-0.03546021313139472,0.008091444102932952,0.028868517824601467,0.0761560096701181,0.09491424158602071,0.03068695659399938,0.01685853097190451,-0.0688045481761711,0.009223641582470724
Dobong 1-dong,0.06138143934890173,-0.03462094325443213,0.06364254264188407,-0.009130920482949115,-0.07008966796091577,-0.0855432110766112,-0.017176954085032704,-0.03863164135318555,-0.09840487622853746,-0.07996019542674768,0.08901747859326208,-0.05858785782832755,-0.026649889967142907,0.04912783389932594,-0.058607970929735416,0.03987528250337014,-0.027748201018070146,0.013056925618426307,-0.1347608773870847,-0.020148993552940746
Dobong 2-dong,0.06932546753984119,-0.020750251020005342,0.015328380498531918,1.0445974936422462e-05,-0.032673706100560376,-0.01457696195670544,-0.005096330707006743,-0.012426865670448024,0.029783168080055513,0.0016580011788731564,0.042530763140265035,0.0037249633499225098,0.0523974561389049,-0.061065777049203906,0.0023517952884087342,-0.04613709551862245,0.026766038923484267,0.03207205226746532,-0.004066536339762726,-0.023370697711729733
Wolgye 1-dong,0.04935554501558285,0.00843791584474588,0.027191566881736566,0.0004356379318951449,-0.004398015073603322,-0.017360341680481353,-0.002261943577366862,-0.0011982605470605304,0.0011112501227188462,-0.012840865972891292,0.030434304985972594,0.005503916268122701,-0.01843426329963301,0.015948643409814632,0.050819160589121185,0.043590740402535084,0.039357264747208694,-0.0031128952896220135,-0.02210096055153065,-0.005389367389068954
Wolgye 2-dong,0.07304033150757504,-0.1135610725202486,0.02465562979008056,0.04239384582129637,-0.07624302180359832,-0.029033878372503534,0.0484530135384537,0.04659935981015519,0.037708088424983036,-0.013185608789345101,-0.05966909851338058,0.07150619132691913,-0.1078987502070163,-0.013489744984695117,-0.02856701100304247,0.04615446708492417,0.05736757026114533,-0.004549902798539691,0.016095974414585986,-0.01768507506585199
Wolgye 3-dong,0.0773143842049563,-0.0780461100873674,-0.017264021268876502,0.037268346091062825,-0.0446841701577215,-0.0035879465441042207,-0.03172588436841831,0.07187207273601581,0.0402027507970777,0.04344067660610224,-0.03315663441319413,0.11403141384116847,-0.04034703993591525,-0.01907503048078088,0.0009535335208281377,0.027825745409186423,-0.0063364241733375876,-0.05978158632224616,0.01624229957496035,0.100776211778019
Gongneung 2-dong,0.0731044465279272,-0.008731686860106214,-0.09341034246879057,-0.009110042666126849,-0.009661578061673557,-0.04687879278243417,-0.057991463748104224,0.05755852642759609,-0.09075469707628359,-0.10364222330362535,-0.055108199647536965,-0.0015794456497713234,-0.014642152885765475,0.008066820029215313,0.11496538701271987,0.0865367141812426,0.042250622618356756,-0.014259076420216564,-0.07107037681387719,0.012256790817940745
Hagye 1-dong,0.06492825205904267,-0.09871739045113417,-0.002240559082759448,0.0839301144770252,-0.06148479444739453,-0.019673606963132386,0.08814631192485095,0.04194055966893672,0.053937240365296624,-0.04035075967079424,-0.11724017011761584,-0.004723667236248111,-0.10850306810851361,0.05938772940810101,-0.008127964825454486,0.03569102483409233,-0.08811693816177298,0.08374251834178817,-0.0031526946532285127,-0.011519118964964752
Hagye 2-dong,0.05205891898025289,-0.021236443651516824,-0.0032345927639074717,0.06981429162142556,0.016618275514567675,0.048790033754993585,-0.028515801363381037,0.03390871610553341,0.04169521534542297,0.06976717708885206,-0.06077259055493473,-0.004764621119230558,-0.003272601777476541,-0.015389152817232195,0.02564562232690086,0.06715403959956873,-0.031027799519994643,0.011224695533753564,-0.02745748078226784,-0.01485232673501755
Junggyebon-dong,0.0484224170999542,0.013984598880354653,-0.03457287137445801,0.038706623854557136,0.010703763243907224,0.004600052900795726,-0.032706870895521975,-0.007384872491221074,0.03445356613270154,-0.060041569452401466,-0.034753062073265964,-0.1101368549959747,-0.04111715083140437,0.01621690060572763,0.022626926115369476,0.06307908216414282,0.02242658559119125,0.022306459992414394,0.020441908559396333,-0.0777600609972801
Junggye 1-dong,0.04800789833777684,0.017907216536746234,-0.04417763598937401,0.06792179280772376,0.038872076008548605,0.06665650063648089,-0.020712922378035566,-0.0016141131081473903,0.07874080616365506,0.004650000548198797,-0.0774548627471169,-0.10569267661404552,0.012578363582017537,0.012208491092398509,0.05141434913743843,0.10979922801074382,-0.01327835244614306,0.022242881384169362,0.007399796154078658,-0.0759502615225455
Junggye 4-dong,0.05188249736978895,-0.03075122558420405,0.01927568635633162,0.04784632014517321,-0.030374521946085687,0.0016538206896515018,0.03870992463745864,0.0002316633001612004,0.02338146817860935,-0.03785775701930059,-0.005271970948562562,-0.054726570768192456,-0.06744385076337463,0.016142439173896926,-0.02447347617560151,0.029636318499405227,-0.013872991610553886,0.0119511761857256,0.0037305987264423706,0.05328478398233857
Sanggye 1-dong,0.07833955811046033,-0.05557346703235515,-0.05028915031516022,-0.009494864725734955,-0.07074593601763614,0.022566847522596963,-0.08328097263585224,0.051692514314320995,-0.12046185291840457,-0.04863915616260078,0.01331369637644211,-0.06243017178613149,-0.11997455274434433,-0.030422532692999736,0.06282552228956129,-0.018781880119001566,0.08686731217986174,0.07977112619009043,-0.06784896727712714,-0.08070906195756036
Sanggye 2-dong,0.04242688926196573,0.028108117925354295,0.006510094927693934,0.005275212019380653,-0.009958336474368152,0.05519342482517325,0.05155529776472409,-0.0575038272240247,0.044954755422401745,-0.025982520842147038,0.007326290422968567,-0.09630866768427368,0.0028888724848539545,0.028052352552471554,0.006508365256912388,-0.0014690221505111655,0.0030635271284197587,-0.01983471832777061,-0.026833021811882428,0.024117977080644122
Sanggye 5-dong,0.05721870009071238,-0.0016935196883192225,0.028576940968488982,-0.001769813341030729,-0.007899657265761787,0.030865667902818143,0.013022106277804335,-0.06666236196484604,0.060901698216671414,0.0364022559569302,0.016068831068814973,-0.055407294767003026,0.049964622026488284,-0.012390691589179744,0.02593640426266978,0.06955591029632631,-0.06202000006898264,0.02648407638867347,0.0035448156088316017,0.04768872553183207
Sanggye 8-dong,0.0531664124285269,0.015690448208751224,-0.05464245895395184,0.04312081305320725,0.04196104686661536,0.05735770628583538,-0.05732840229988425,0.02650416347691463,-0.0043598650681769225,0.06135882435235986,0.006072216185579279,0.13261806284216315,0.030351635405463828,0.03019788321975128,0.03728730960365642,0.03533804559244367,-0.025739933863169664,-0.0594967405945616,-0.024775608357014985,0.19413235842836035
Sanggye 9-dong,0.04836565867607942,0.011710641777398001,-0.013056245001669365,0.03778600372350687,0.022910611352777867,0.018064587535675667,-0.06592446001209014,-0.00966054119711757,0.005994080072772072,0.05008175314958137,-0.05612114810788056,0.003207425769754852,-0.006189659101747182,0.026532908060599596,0.0015475767539393694,0.05912143772290521,-0.0305428370780117,0.028499809945643013,0.02435471163308393,0.09624554269356701
Sanggye 10-dong,0.04168408251496651,0.021095423364715565,-0.00893339729279463,0.040799143923867805,0.031932261419476596,0.004030534849706632,-0.03289939554074425,-0.01813804562764397,-0.00832390251900817,0.027814302350340058,-0.023272534103407547,0.033404599288333024,0.011051917341541564,0.028929717342294676,-0.029570428485639736,-0.002192505773934736,-0.01813151747928247,0.056910423904554086,0.04254800501712538,0.0885134534291034
Gongneung 1.3-dong,0.08968492059904716,-0.09220209336618809,-0.002992779563308426,-0.05906037128700473,-0.09349585768224378,-0.09295972516010707,-0.0714673743296479,0.01442128644620875,0.04735539962259587,-0.022059613560979238,0.040093781186371975,-0.07733828581375425,-0.04716892038957771,0.11665506707380674,0.011807179618307323,0.14212723659422624,-0.007909531146352655,-0.05631983757777806,0.004410361647024284,0.006017609664016775
Sanggye 3.4-dong,0.06449731674588276,0.01548375826607008,-0.029216683522247072,-0.011682063097169775,-0.019434740942376284,-0.06230088415616363,-0.05484216390134762,-0.0698751111720429,0.059227887101569704,0.023019261895506297,-0.09719439210718216,0.037055996980144286,-0.010137943037718698,-0.015615803841580417,0.03246486262312792,0.0026895872325042275,-0.040718258483981064,0.04968289177755735,0.0976548205399018,0.15741954015228862
Sanggye 6.7-dong,0.09734756404908576,-0.1888320756621974,-0.009986395496323259,0.05985462524406359,-0.11814517860147689,0.008101434140253584,0.12736507315044862,0.05333426564940367,0.1769620768444037,-0.053480459729056386,-0.02975490718762518,0.058521681113225976,-0.039890387645652864,0.009368505207202584,0.008775396780777838,-0.005736969181260911,0.00907025250950155,0.05921564420855841,-0.00644244444478189,0.01408276097655681
