,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Sindang 4-dong,0.0389320529766925,0.015688972786125986,0.05510768673653528,0.04665113150251897,0.014278874090404568,0.0010270789205671154,0.00036201527100453276,0.007060673928635799,0.037511621125675326,0.06051064212016418,-0.046632808277459664,0.03576012663202833,0.026842212066279722,-0.037981252808129265,0.023138266029119642,0.0740485109708746,-0.004843317238232895,-0.01270723445331054,-0.006613248067050695,-0.013571573287571569
Sindang 6-dong,0.028620287376671858,0.0346958037186744,0.03925738440448539,0.06381203612962079,0.032468940948381965,0.04567227839330409,0.014858973185893331,-0.013465869755690394,0.05494211946364265,0.008911894313845477,0.008202238670206656,0.007153259699246426,0.03413293457249207,-0.03907354896122293,-0.012626173044164558,0.011896657572060397,0.04192059136367258,0.007631967849409356,-0.01807153645906429,0.00288365967062109
Huam-dong,0.04519229759870607,0.0020462235086517165,0.03943637306044462,0.008364921656010453,0.0014057376759471327,-0.04666493091734958,0.009623109128035896,-0.022306172547278735,0.006760835411591495,0.014063363808266274,-0.00741372350839438,0.04592231021202181,0.010211448660324788,0.034504351801790435,-0.015734428685773596,-0.033302966027855166,-0.026584933472747756,0.029583334511561393,-0.005293933864429621,-0.003652484377504465
Yongsan 2-ga-dong,0.03298469018240597,0.01842942712435248,0.061422434799374884,0.022316054798173644,0.026597039134029218,-0.058486834834613755,0.014228905889169112,-0.011375370832261367,-0.03707174113420512,-0.02451612165824454,0.02304573082049295,0.021896746144241364,-0.010274633107803823,-0.00720881888431944,-0.02983554466176876,-0.036313110462846736,0.0256024600181662,0.032286060525500405,0.01743714740546108,0.02024726384020577
Namyeong-dong,0.018489495854850522,0.04031801541387695,0.101931723181598,0.010870151336710522,-0.032139286335352873,-0.09027096318817389,0.10175547448528166,0.007998015810947362,-0.04107951871270183,0.014746186020626805,0.012996784243459928,-0.018903627910223538,0.06331258423277646,0.057549599944824316,-0.04443089515903739,-0.11579303575145913,-0.025430857877740434,-0.09969949585306892,0.09348350263928622,-0.09963714509761092
Wonhyoro 2-dong,0.03328225976767178,0.03546819003635238,0.03458587697256349,0.05377839158649798,0.015269833513416925,-0.00038852803204497254,-0.0025923797768065827,0.005495456965107361,0.024525839615826876,-0.006837418913071023,0.022756873157161135,0.027434989233987885,-0.007941954308132382,-0.008913385779393154,0.00026921726813121,0.0250325164141672,0.010507200920379729,0.017552935071233646,0.017945846323828635,0.002368130477190759
Hyochang-dong,0.028006313944635357,0.03513355293742353,0.04551539200961583,0.06632365627865244,0.029076604815201603,0.0110967060535197,0.010097986201423033,0.0024065680221625175,0.001935502288588612,0.0171854106913173,0.009266395844030752,0.019412958608392674,0.014984718125916374,-0.0023236288830828086,0.006611450216557109,0.01533599814276685,0.027237250592530245,-0.006086109238434399,-0.018517927739694375,0.002149907757530855
Yongmun-dong,0.033327980816529094,0.03276537128432455,0.044765603732626696,0.05375513510042235,0.036615094132092275,0.04237153183281687,0.01267673378949685,-0.009279956957285004,0.0225146904628953,0.04129566362335537,0.013869847555013165,0.04227337259123203,0.017658153961286217,-0.013423073486925034,0.0019113055662077095,0.03445600658762306,0.009091081108672797,-0.015853973169255478,-0.04738412139180149,0.03463432702095653
Ichon 1-dong,0.04512375539811983,0.043285273174274205,-0.011692486873575322,0.025582277898909694,0.04845323058740836,-0.07595099154761584,-0.1110463988617412,-0.05065803704060743,0.02286463305182747,-0.03130796268667014,0.010095193044860677,0.0870187915720946,-0.07015709925367117,-0.06262159140393916,-0.032003185930399504,0.024631601312474098,-0.021797644971316425,0.009241731704809797,-0.018934040587936383,0.041235245656354655
Ichon 2-dong,0.030457088031836367,0.028346587038347765,0.07797475660799151,0.0640564062551824,0.011670364109872409,-0.022014233854505273,-0.04270759010758922,0.0084235659957547,-0.05744036628178656,0.05086317881044274,-0.026348237312997704,0.04917196766358709,-0.047153979809380325,-0.02009448964293698,-0.035680035704614206,0.04899578496016423,0.025447917658078908,-0.017233770149404762,-0.02182485929081682,0.034969186287291246
Itaewon 1-dong,0.01859220349628788,0.05173498036145518,0.08915677373813961,0.010588005706459468,0.03277955225341035,-0.012332709184166709,0.04076596167130615,-0.030646766545342364,-0.016362740862417093,-0.027193601541305155,0.0077736316980886585,0.01708233279342814,-0.022455409652815672,-0.05232620100156319,-0.04453826308880951,-0.05249686225361424,0.013648169295482489,0.03882117097711925,-0.011453640529895278,0.018380519792627534
Itaewon 2-dong,0.029431880618706028,0.03196162662240936,0.07341463263859331,0.023036730571311132,0.030367642455646077,-0.0415799782919632,0.021942818773516642,-0.03066146543259631,-0.0238123092113528,-0.019727987754418894,0.003965329542825953,0.028148956276223557,0.024171526959477132,-0.05116154810416818,-0.09079945072595916,-0.05968218018944748,0.05142455892142297,0.04491784648140203,0.017069997863642578,0.027467421549238428
Seobinggo-dong,0.030177926352564534,0.042961875805535725,0.03324935318449245,0.06196937084137307,0.02758117611456688,-0.09101336013496279,-0.017472082101163987,-0.01594565782375804,-0.03666584336410779,-0.03250290142216525,0.008104531683937424,0.014615286464235065,0.027854997641604092,0.031789057675431096,-0.022471574681646348,-0.04347781144004935,-0.0072124621704633286,0.013272382122642553,0.06351016218981938,-0.006212788329634342
Bogwang-dong,0.04108984935730542,0.01307788658155981,0.0581749047438974,-0.015829443448108087,0.023187299988204457,-0.028175761771763196,0.009763069187111747,-0.03466272981178252,-0.014119002878553654,0.0224791699839033,-0.013354600766064314,0.029456275852495214,-0.0200696460097268,-0.04151041940233176,-0.021949597026178946,0.007055724252205149,0.015049150152309499,0.030933213741519316,0.004147401835503733,-0.0266182624900571
Cheongpa-dong,0.04348576819868298,0.01743899628564273,0.025359684777217544,-0.03740828907036323,0.005896800990614107,-0.03624692722443465,0.030052001656485625,-0.0019120831662965937,-0.0033908469893612165,-0.016273681159270827,-0.05706628973473887,0.0632318893578017,0.013145045193170323,0.0007627496291396374,0.0881825071035625,0.04807996665040583,0.027374547687484617,0.042500583541129164,-0.03769456484843521,-0.0415100991703947
Wonhyoro 1-dong,0.02709666096949018,0.046217161656814,0.03183792719183259,0.02703572532995232,0.013042986255206016,0.0191703686436981,0.0180311666733536,0.005813292315584167,0.0016986477975783779,-0.0007772404094740067,0.021705642724390083,0.059370390791155886,0.018559149406486813,0.01764328297964639,-0.013286755189864812,0.032476871651650446,0.007831855782321092,-0.02015399836300242,0.0034900386321820424,0.047745892055541236
Hangangro-dong,0.019211939835562207,0.08108318321033553,0.06364994197091506,-0.030539941323251673,-0.05424177077181499,-0.06095587682204415,-0.0198968865023582,0.018383930335658355,0.027827948865648905,-0.029107229313116354,0.0172609205070749,0.05751959651557463,-0.04654060860871192,-0.005771710515779499,-0.07697203459284933,0.010779541546072685,-0.0575527633521928,-0.01804956208335996,-0.07397178879550181,0.0280580098994011
Hannam-dong,0.03939308528917686,0.04263945421737979,0.019716341357606044,-0.042032055580370514,0.029644418928263888,-0.12493305517043357,0.02025630453869698,0.0032056001564053807,-0.018682618241608016,-0.03223666707460298,0.0007268417999046784,0.04486204235105807,-0.03167489209130113,-0.03426766227287089,-0.025041085383101548,-0.04257368748729903,-0.021405782584031648,0.012432628730843295,0.037578620649342524,-0.001975744014683348
Wangsimni 2-dong,0.0395383705463902,0.014807634577525819,0.034398543470050044,0.030151224618349605,0.02595320798941884,0.024687869628166614,0.010854180911529327,-0.005998566182196543,0.028031555368446415,0.02763324527934261,0.0013635872162846268,0.016490860681149716,0.05685366971606891,-0.026897675482864803,-0.000416381908053797,0.040275529354562974,0.0071176023125700755,-0.01036850920169617,-0.02458985267513465,0.005278145122496424
Majang-dong,0.04647978776657535,0.0009559919508492064,0.02205383125475356,-0.0051072777721684875,-0.030674399378034605,0.037584035343412155,-0.037054696746213096,0.058161614726353096,0.007747631317055895,-0.018912392644473867,-0.013439627697108965,0.01874267869353751,0.003706101335663719,-0.025820516922340962,0.03424064892279703,0.04525573105241619,0.039011261195795593,0.017632898420647403,0.005617954305804403,-0.03711916420950427
Sageun-dong,0.02108349138194449,0.037884661274097245,0.03557754294576285,0.014238500542494627,0.033561316308933706,-0.05797937257011416,0.07917921411225516,0.0309253175536272,-0.040758014481076306,-0.06097677258581422,-0.06189969239819024,-0.01629989530350376,0.024154113103440095,0.02582765928410487,0.15160137126091025,0.034894843622151374,0.03720123406603374,0.04153120571813411,0.03418858550282176,0.00801615085109606
Haengdang 1-dong,0.037972907711357994,0.0311989620533615,0.034713373468576114,0.009839698851177645,0.010824180965320462,-0.004319302184538312,0.040582528613194564,-0.013840755073492863,0.034832159061025915,-0.011765496783111121,0.009527839918461184,-0.006253201314715442,0.010556227810095197,0.004389567357728098,0.02633603340546456,-0.006686912062485858,0.006999043777252037,0.028594733218408566,-0.013831533933957927,-0.007721129176407954
Haengdang 2-dong,0.05407301043703952,0.0110203539839323,-0.01458617493645069,0.05182776520808558,0.03666239901462032,0.046258497059754065,0.0092063765473854,-0.0007602746706655395,0.0674649799909678,0.03215906200223734,0.030500573990930265,0.07479423943623799,0.07961013133049093,-0.06713896529909506,0.026547791787626597,0.016440526779452916,0.0029245523370307817,-0.025196324208236087,-0.013624561293401685,0.032494821824907295
Eungbong-dong,0.0401491649818426,0.02365374727361433,0.02276061649672478,0.05688918089328978,0.02966389633579914,0.015480656068199764,-0.029954555962149052,-0.00466568444869251,0.009458797354995966,0.03670136124870842,0.014897258061566615,0.036126321915105154,-0.005621488833769606,-0.026271176486607796,0.015168655140930925,0.06766907819054033,0.004878264371735713,-0.003315134719736569,-0.014823422227598835,0.019572008413595132
Geumho 1-ga-dong,0.03928272677490675,0.013724547593921619,0.04155926407007475,0.04749257022548444,0.015434645230663728,0.016468090626574113,0.016432876190874784,-0.018259647870450577,0.019629059114649093,0.021530824993875868,0.009633505446494226,0.013487269816200954,0.006739298342269881,-0.04416179571238593,-0.012023056417573843,0.03656693720172064,0.003935060596687794,0.0007066552959832187,-0.012911612426172819,0.0049612994530011416
Geumho 4-ga-dong,0.03626892548997943,0.023528880155484117,0.024103531761327394,0.03667078782749927,0.020850459097912253,0.0056095955246483,-0.004534473352931745,-0.01348800955902978,-0.006159743247080363,0.010831152326375196,0.0253510480389661,0.04749892584146908,-0.0020558780048072554,-0.004552044995531119,-0.011850254528278412,0.02955833263122129,-0.017094247542574634,-0.02792608622032196,-0.026631283616827244,0.07185259449779924
Seongsu 1-ga1-dong,0.03422999047842974,0.02289367616331924,0.011013278825835584,0.030858357230836762,0.013728042683803066,0.0027044212692948254,-0.012387730351978958,0.03334713624883771,-0.037037814280259325,-0.0033969399984542744,0.007737726233083579,-0.0031681664383757463,-0.0463108168723801,0.020294903136653455,0.007800311144144667,0.043610193005639335,-0.006498005547650291,-0.026479695796373676,-0.008091197914008532,-0.003344930564798897
Seongsu 1-ga2-dong,0.03297707270707068,0.033354296150685504,0.014055472674712712,0.015011203812346094,0.005142986467701953,0.012304715713542762,-0.0023208299614246356,0.05819853222215514,-0.012193431513309342,0.020294976794229633,-0.005635788023728894,0.05082005567778967,0.03351611950335483,0.02979582753819539,0.009506876575943398,0.03824300174521067,0.018248911542324726,-0.004165409620910953,0.012645892537523377,-0.001533324577459362
Seongsu 2-ga1-dong,0.03785512154017938,0.021296624218060185,0.031639212637029214,-0.012912855098208593,-0.0009476743220541965,-0.0017773842205696284,-0.005428317558826251,0.059299249991626314,-0.0018505122857666266,0.004588549082721713,-9.090346914581309e-05,-0.0099874934967474,-0.021647569260083696,0.02168633132428525,0.007000663964753289,0.03298125721762454,-0.005473088744241757,0.003333798168893854,0.013459621274824586,-0.029146114765282102
Seongsu 2-ga 3-dong,0.005833311196054823,0.07755710278442196,0.04062568798598614,0.0235255867911357,-0.048703138066176925,0.029330127336331058,-0.004289817697016098,0.11384876472551343,-0.010877894530024888,0.048498930257835735,0.04845716113776385,-0.010830587362541938,0.052299064515636984,0.027068280487240155,-0.004142918540277493,0.06497195575824452,0.04428162902820966,0.09509413363022665,0.04821465429163576,-0.03941393199968018
Songjeong-dong,0.030310179990706888,0.016565872711337432,0.052206460828073106,0.02394217540535093,0.027081343289945353,0.005516419584121792,0.007861547831896383,0.038128509934128876,-0.01819041483265187,0.02270170568598584,-0.013127872516630988,0.01447403900217473,-0.029047952385022172,-0.004478000099487506,-0.003976794788488898,0.05484286141749418,0.028861309855028845,-0.020888548283165446,-0.009026161298569141,-0.025668258170973984
Yongdap-dong,0.03214437936406967,0.01494416918661818,0.05535604117501839,-0.004540628242360874,-0.0018922393803552345,-0.031449016823613486,0.010999738758321683,0.05880518621640986,-0.0298987995100236,-0.016894964752633333,0.006469773664053678,-0.011155055468598827,-0.03364192796587088,-0.009937532904731377,0.013243206606669921,0.024687750753705263,0.006554712372607457,-0.028992661017773348,0.007929512622819818,-0.04698532211124339
Wangsimridoseon-dong,0.03024924980096842,0.02632649777687464,0.06352621726612404,0.018110582143860576,-0.010526242212694943,-0.010181380923452978,0.023215243872228012,-0.022330759432069296,-0.004946527657289205,0.001064746821755908,0.02242202832252304,0.005187670141164474,-0.009794543712476456,-0.03639618249596946,0.015911472038550003,0.032652124204580406,-0.0044728118182607,-0.0014447477358519895,0.03533719970193791,-0.005744209305000518
Geumho 2.3ga-dong,0.053056849472147116,0.006900167918363335,0.017914740137299243,0.0007152794305243939,0.009514049500424181,0.0031008051265877133,-0.028475510772534816,-0.04506074390105626,0.018320988533644177,0.043655838237290426,0.03472412266552062,0.06099558970954258,0.008021569598257327,-0.03873635784053943,0.006307350114481037,0.007081979598690473,0.01096150460036968,-0.0023497559717136165,0.006414957753049444,0.04948897494370296
Oksu-dong,0.046204868765172644,0.030628662281768103,-0.01028948964490244,0.011657995973033903,0.025531931325812926,-0.03002131868537254,-0.009957095072725382,-0.050824063321661686,-0.037406586514458585,-0.03068542366336217,0.038064546567916496,0.09412976601331881,0.00048227362999162383,-0.010628394935567036,-0.05158635159707914,-0.008248665934093468,0.00574715698087152,0.013274835875008219,0.0020375549808654345,0.012984728171670323
Hwayang-dong,0.030223415918908383,0.04788321201609579,-0.014482531155481058,-0.10230226029079181,0.07147259232574753,-0.02874552777887129,0.13245838067343593,0.007338040847842787,-0.06882133526437487,-0.08940129675471746,-0.11520643365321612,0.005789764694639505,0.012496713682064436,-0.005667665463396382,0.08561985313510272,0.024575841189457933,0.07414495705143616,0.045980241390256124,-0.023475710086594697,0.022294707556400294
Gunja-dong,0.03971973901884716,0.018005231245853126,0.008888409413488188,-0.018146617954668005,0.020999193388073763,0.008224335402282582,0.053566058133654094,0.01191141517949101,-0.022900531075871217,-0.008515038862874797,-0.04898998312993225,0.015400513076344975,0.010056203305922367,-0.004975848459462181,0.04637919784450994,0.029255377390696842,0.019115279776517616,0.017130640518445275,-0.019399881410918866,-0.02787142129156355
Junggok 1-dong,0.03468855941649492,0.02544080237938067,0.02956376300915486,-0.002851194909357273,0.014848110580092992,0.045342091126859635,0.044716251728394774,-0.006166703733276197,-0.03069406416321611,0.017875203433454844,0.04264860673576142,0.005484042798784942,-0.023980977986783985,0.021394268544373155,0.024655237870409793,-0.008798963469191321,-0.00826772500687876,0.009855174987312003,-0.017750177170938176,-0.013726512124688056
Junggok 2-dong,0.042908701140347776,0.01546560642816809,-0.002323677982265563,0.002586482413325525,0.009521554539897358,0.06821787631797012,0.041043269187805036,-0.017960329084403825,0.003709058033742512,0.012718560986859249,-0.0022195978481805313,0.0009469911944253066,0.038816491705088614,0.0060520822502206015,-0.003984424459157192,-0.007977830977022,0.001380050095233031,0.0074946730220652735,-0.02319387111104497,0.0021011851500811
